class,tweet,clean_txt
1,"RT @KermitIsASnitch: You always say we dont love these hoes, yet yo girl a hoe... http://t.co/EuoOl79WDQ",rt 
1,RT @KerstinAnn_22: &#8220;@XxDopenessxX: This bitch is too real LOOOOOOL http://t.co/JTSNtWPLwR&#8221; yaga !!!!&#8221;&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,rt  yaga  
2,RT @Ketamine_Stalin: IF A SINGLE WASP COULD READ THESE #WaspFacts TWEETS THERE COULD BE A PEACE TREATY BETWEEN WASPS AND MAN BUT WASPS ARE &#8230;,rt  singl wasp could read waspfact tweet could peac treati wasp man wasp 
1,"RT @KevinHart2ReaI: All Bow Wow hoes on the stage, lol",rt  bow wow hoe stage lol
1,"RT @KevinHart2ReaI: bitches love ""body party"" &#128571;&#128166;&#128069;&#128068;&#128525;&#128149; but when it's time to take da dick, the party canceled &#128581;&#127814; FALSE ADVERTISING ASS BITCHES",rt  bitch love bodi parti  time take da dick parti cancel  fals advertis ass bitch
1,RT @KevinKong713: Lmao y'all single hoes stay pregnant &#128514;&#128514;&#128514;&#128514;,rt  lmao yall singl hoe stay pregnant 
1,RT @KevinTheGee: &#8220;@ButteryAssRobb: &#8220;@KevinTheGee: okay now I'm going to Krispy Kreme for real&#8221;fat bitch&#8221;@TropicalBlanket this nigga trying &#8230;,rt  okay im go krispi kreme   nigga tri 
1,RT @KevinTheGee: &#8220;@TropicalBlanket: @KevinTheGee finished the essay and the quiz bitch&#8221;good job bud proud of you,rt  kevinthege finish essay quiz  job bud proud
1,RT @Kevin_McAdams: @WhaleLookyHere tbh I didn't even mean to mock him but #itstoofuckingeasy,rt  whalelookyher tbh didnt even mean mock itstoofuckingeasi
1,RT @Kevin_McAdams: Stop being a little bitch and #fuckherrightinthepussy,rt  stop littl bitch fuckherrightinthepussi
2,RT @Kevineffinskaff: My idea of a diet is eating regular Oreos instead of double stuft and takin off half the cookie (still dip it in 2% ...,rt  idea diet eat regular oreo instead doubl stuft takin half cooki still dip  
1,"RT @KeyMikeSkully: The first day of school
Lost student: say bro you know whe...
Me: cho bitch ass up. http://t.co/oE0vJuOPwD",rt 
1,RT @KeyanaLatricee_: @SkinnyBee__ bitches love us lol,rt  skinnybe bitch love us lol
1,RT @KeyanaLatricee_: Idk why your favoriting shit hoe. Bye &#128536;&#128075;,rt  idk favorit shit hoe bye 
1,RT @KeyshBeChillin Have you bitches done your Kegals today?,rt keyshbechillin bitch done kegal today
1,RT @KeyshBeChillin So yams are ass or pussy?,rt keyshbechillin yam ass pussi
1,RT @KeyshawnSwag: Where my bitches from the itty bitty titty committe!!!????,rt  bitch itti bitti titti committ
1,"RT @KfromtheG: Lol robbing ain't the word ""@iSell_Pussy4EBT: Damn you was robbing them bitches @pebbles2day""",rt  damn rob bitch 
1,RT @KiCKS0L0GY: Some bitches be forgetting,rt  bitch forget
2,RT @KianteDevuan_: Beautiful smiles and colored eyes&#128525;,rt  beauti smile color 
2,RT @Kiaranicole_x: @_JoAries @Kash_WingateLFC @chanchan_ox babes we buy brazilian and Peruvian not Bengali,rt  joari kashwingatelfc chanchanox babe buy brazilian peruvian bengali
1,RT @KiariTheStone: Niggas can do slope intercept form equations but cant make scrambled fuckin eggs thats a lil backwards,rt  nigga slope intercept form equat cant make scrambl fuckin egg that lil backward
2,RT @Kick_Man: Giants- Pitiful .. Jets-Pitiful .. Mets- Pitiful .. Yankees-Pitiful .. Nets- Pitiful .. Knicks-Pitiful ... Ny sports- Pitiful,rt  giant piti  jetspiti  met piti  yankeesp  net piti  knickspiti  ny sport piti
2,RT @Kicks_AndTits23: Lewis so trash lmao,rt  lewi trash lmao
1,RT @Kid_Flexin: @WeDont_SmokeREG lol thats grwn man shit...nd bitches b loven it &#128514;&#128527;,rt  wedontsmokereg lol that grwn man shitnd bitch b loven 
0,RT @Kidd_BravO615: Nigga wanna bitch about a party y'all know my address knock at my door,rt  nigga wanna bitch parti yall know address knock door
0,RT @KidnapYoGranny: if u dont want your heart broken then dont check for a nigga who entertains hoes,rt  u dont want heart broken dont check nigga entertain hoe
1,RT @KiiingJaay_: I'm about my commas bitch period,rt  im comma bitch period
1,RT @KiingVon: These bitches so fucking stupid smh http://t.co/ClvrfbOQBL,rt tcoclvrfboqbl
1,"RT @KillAllSimps: Ariana Grande built like a 13 year old Chinese boy, bitch shaped like an iPhone 3GS but niggas go crazy over her.. She no&#8230;",rt  ariana grand built like  year old chines boy bitch shape like iphon  nigga go crazi 
1,"RT @KillAllSimps: Bitches love posting them ""Goals"" pics showing a Range Rover, Mansion, and money everywhere, bitch you unemployed",rt  bitch love post goal pic show rang rover mansion money everywher bitch unemploy
1,"RT @KillAllSimps: Bitches see a picture of a couple walking on the stairs together and caption it ""Goals &#128525;&#128588;"", bitch all they doing is going&#8230;",rt  bitch see pictur coupl walk stair togeth caption goal  bitch 
1,"RT @KillAllSimps: I had such a classic style of tweeting, trolls, dyke tweets, lists, etc, its crazy how many niggas tweet JUST LIKE ME now&#8230;",rt  classic style tweet troll dyke tweet list etc crazi mani nigga tweet like 
1,"RT @KillAllSimps: I remember I was having phone sex with a white bitch and she said her pussy tasted like salt and vinegar chips, ain't tal&#8230;",rt  rememb phone sex white bitch said pussi tast like salt vinegar chip aint 
1,"RT @KillAllSimps: If this nigga Kanye took Kim K to Wendy's, this means y'all regular hoes don't deserve them $200 dates http://t.co/QZ3hgE&#8230;",rt 
0,"RT @KillAllSimps: Miley Cyrus pussy probably taste like wet dog, she has a negative ass, and the bitch looks like Justin Bieber, she so ove&#8230;",rt  miley cyrus pussi probabl tast like wet dog negat ass bitch look like justin bieber 
1,"RT @KillAllSimps: My girl told me she was on her period, I immediately power bombed her hoe ass",rt  girl told period immedi power bomb hoe ass
1,RT @KillAllSimps: That's logic for a hoe RT @_flowaaabomb: If you single nobody can tell you what to do right? Right?,rt  singl nobodi tell right right
1,RT @KillPiffy: You unhappy Scrappy? I got Pataki at me. Bitches say I'm tacky daddy. Range look like Laffy Taffy.,rt  unhappi scrappi got pataki bitch say im tacki daddi rang look like laffi taffi
1,RT @Killa_Rilluh: Instagram always be acting like a bitch bruh,rt  instagram alway act like bitch bruh
1,RT @Killah_Kae: Will your bitches do this for you ? http://t.co/gmjkOLmcyQ,rt tcogmjkolmcyq
1,RT @Kimburrleeeanne: Loyalty is not dead. Gtfo. Don't marginalize me bitch.,rt  loyalti dead gtfo dont margin bitch
1,"RT @KinGxStoney: Yeah we can't wrestle, might have to rock bottom you foreal ""@VeronicaGK: I'm a big bitch and proud lol let me live""",rt  im big bitch proud lol let live
1,"RT @KingCedd_: Hit the bitch nd forget the bitch, but i left my kids on her fuckin face",rt  hit bitch nd forget bitch left kid fuckin face
1,RT @KingCuh: @16stanleys @TEE_JONEZ damn cuh. alu mohe my nigga just make sure you alu polosi ho nifo &#128561;,rt   teejonez damn cuh alu mohe nigga make sure alu polosi ho nifo 
2,RT @KingCuh: ouuua ita siana. alu polosi ho nifo NAMU TA'E.,rt  ouuua ita siana alu polosi ho nifo namu tae
1,RT @KingCurtisJayy: Ugly hoes love to fight lmao . They ain't got none to lose &#128553;&#128514;,rt  ugli hoe love fight lmao  aint got none lose 
1,RT @KingDingDong22: &#8220;@WestSideFlee: Give us our credit bitch.. We went out there &amp; took that W. http://t.co/jz4lYhSrHC&#8221; @BMarshall took tha&#8230;,rt  bmarshal took 
2,RT @KingDrayn: @rosebeforehoes2 don't forget we gotta take out trash and need milk...and spermicidal lube,rt   dont forget gotta take trash need milkand spermicid lube
1,RT @KingElJay: Scorpio aka hoe season right around the corner.,rt  scorpio aka hoe season right around corner
1,"RT @KingHorseDick: ""That bitch had to pull my hair to win"" RT @Mryungone Lol so what do you tweet if you lose?",rt  bitch pull hair win rt mryungon lol tweet lose
1,RT @KingHorseDick: Be right when u wanna fuck a bad hoe too or a hoe u didnt really wanna fuck,rt  right u wanna fuck bad hoe hoe u didnt realli wanna fuck
1,"RT @KingHorseDick: If I eat the pussy and it taste like mold, I stop. So u cant tell ppl I ate u if I aint finish.",rt  eat pussi tast like mold stop u cant tell ppl ate u aint finish
1,RT @KingHorseDick: If he tell u that u got some good pussy but he never try to hit again.. what that mean?,rt  tell u u got good pussi never tri hit mean
1,RT @KingHorseDick: Jody was really a pussy tho. He let some lil niggas jump him and take his bike. Old head sonned him in front of his mama&#8230;,rt  jodi realli pussi tho let lil nigga jump take bike old head son front 
1,"RT @KingHorseDick: Lol RT @youngtravo Nigga like ""damn why would this bitch do this ? "" I helped your family move and the dryer almost fell&#8230;",rt  lol rt youngtravo nigga like damn would bitch   help famili move dryer almost 
1,RT @KingHorseDick: Long distance sex will definitely have u thinking u like a bitch a lil too much.,rt  long distanc sex definit u think u like bitch lil much
1,RT @KingHorseDick: Nowadays if u have a threesome with these new generation bitches.. that one hoe gonna go tell everybody she fucked both &#8230;,rt  nowaday u threesom new generat bitch one hoe gonna go tell everybodi fuck 
2,RT @KingKwama: Female IG Models in person be so trash &#128546;,rt  femal ig model person trash 
1,RT @KingL: Nigga fuck you u a bitch ass nigga..... Dat ain't sneak diss'n u bitch made shit starter RT @CeefourDaArtist: @KingL a sneak dis&#8230;,rt  kingl sneak 
1,RT @KingLekan90210: All the hoes know each other &#128514;&#128553;,rt  hoe know 
1,RT @KingLekan90210: I forgive all u hoes/girls,rt  forgiv u hoesgirl
1,"RT @KingMiller_: The top comeback for when you call a nigga ugly. 

1. ""I still pull more hoes than you.""",rt  top comeback call nigga ugli  still pull hoe
1,"RT @KingRyin: RIP Robin Williams, I'm gonna fuck the baddest bitch tonight for you bruh",rt  rip robin william im gonna fuck baddest bitch tonight bruh
1,RT @KingShelton_: Hell nah bitch http://t.co/owR6BjoZz4,rt 
1,"RT @KingTeej_: Thats when you say ""this bitch aint got no job"" #mlrt",rt  that say bitch aint got job mlrt
1,"RT @KingUlyssesIV: These bitches aint shit &amp; pussy is my greatest vice
I love smokin weed, i hate advice",rt  bitch aint shit amp pussi greatest vicei love smokin weed hate advic
2,RT @King_Gerry_R: Remember all the trash on the floor of your car? We upgraded it &amp; put Wale's The Gifted so it feels like your old car htt&#8230;,rt  rememb trash floor car upgrad amp put wale gift feel like old car 
1,"RT @King_Lonnie_19: ""@TaeCocky: Rihanna is a talented hoe"" http://t.co/uL4ePHA2qy",rt 
1,RT @King_Shawn_6: &#8220;@white_thunduh: Dez is caked up with some bitch or something cause hes not playing like Dez Bryant&#8221;&#128514;&#128514;&#128514;&#128557;&#128557; God dammit Patr&#8230;,rt  dez cake bitch someth caus hes play like dez  god dammit 
1,"RT @King____J: One nigga from the past told me one thing I'd never forget ""one mans trash is another mans treasure""",rt  one nigga past told one thing id never forget one man trash anoth man treasur
1,"RT @Kings_Groove: &#8220;@Shane_A1: @Kings_Groove &#128514;&#128514;&#128514; nicca said ""imma slap ya daddy out den put em n da Yo"" &#128128; he still that nigga when he aint s&#8230;",rt  kingsgroov  nicca said imma slap ya daddi den put em n da yo  still nigga aint 
1,"RT @KinkyGoose: Eat mangos, get bitches.

To be honest, I don't do either of these.&#128514;",rt  eat mango get bitchesto honest dont either 
1,RT @Kinloch_Bang: Y'all hoes and y'all plastic ass bodies maaaaan smh,rt  yall hoe yall plastic ass bodi maaaaan smh
1,RT @KiraLaJasmine: Shout out to my mama cause she ain't raise no hoe,rt  shout mama caus aint rais hoe
1,"RT @KissMySmilee: lmfaooo, like is this bitch alanah serious ?",rt  lmfaooo like bitch alanah serious 
0,RT @KissMy_klASSy: Exactly. .same shit I said&gt;&gt;&gt; @Im_Yung_Jay: So nobody think Mimi was outta line for inviting Stevie J to the gay nicca v&#8230;,rt  nobodi think mimi outta line invit stevi j gay nicca 
1,"RT @Kiss_MyBeautyy: I'd rather argue &amp; make up &#128536; then fight &#128074;&#128165;&#128162; &amp; break up , &#127939;&#128131;&#9996;&#65039;cause &#128166; thirsty bitches &#128111; love to see happy &#128522;&#127969; homes FUC&#8230;",rt  id rather argu amp make  fight  amp break    thirsti bitch  love see happi  home 
1,RT @Kittykins_x: Tacos over hoes.,rt  taco hoe
1,RT @KlTTYGIRL: im shitty but i promise u im better than that bitch,rt  im shitti promis u im better bitch
1,"RT @KlTTYKlLLA: &#8220;@IsThatJamesBond: ""@BluntsNextDoor: Good pussy have a Nigga like http://t.co/Uy6r3zXXNM"" funniest thing I've ever seen on &#8230;",rt  funniest thing ive ever seen 
1,RT @Knae__: .I'm a &#128170; lil bitch,rt  im  lil bitch
2,RT @KnickRumors: Mets superstar pitcher @MattHarvey33 is at the Yankees game wearing a Knicks hat #KnicksTape http://t.co/g5fqGTE2s0,rt 
1,RT @Kontra402: Lmao damn this bitch so trash RT @JazmineJanay_: Lmao http://t.co/pfSnLm07IL,rt 
1,RT @KoolAssK: Niggas be trippin about they shoes in clubs tf u wear them hoes for nigga all my shoes club shoes !,rt  nigga trippin shoe club tf u wear hoe nigga shoe club shoe 
1,RT @KoolAssK: U want a nigga to just spend all his hard earned money on u? hoe go strip that solves that problem lol,rt  u want nigga spend hard earn money u hoe go strip solv problem lol
0,RT @KoolQueef: I color my entire arm black with a sharpie and fist my wife's asshole just so she knows what a nigger dick feels like.,rt  color entir arm black sharpi fist wife asshol know nigger dick feel like
1,RT @KoolQueef: I gave up calling my wife a nigger during sex for lent.,rt  gave call wife nigger sex lent
1,RT @KreoleKilla: Fighting over a hoe is one of the lamest things you can do,rt  fight hoe one lamest thing
0,RT @Kriegsson: On Nigger Day we honor nigger traditions by not working.,rt  nigger day honor nigger tradit work
1,RT @KrisAnnIn: &#8220;So wake the bitch up!l&#8221; - Jack Bauer #24LAD,rt   wake bitch   jack bauer 
1,RT @KrisDaRebel: &#8220;@Aye_Benny: Searching for these hoes I got &#128533; http://t.co/DsdfEjI65U&#8221; you ain't the only one Bruh http://t.co/c7R3WRcPK0,rt 
1,RT @Krislisisms: B/c her ass fat? Maybe her pussy wack &amp; it drove her man to crack. RT @FightCIubs Khloe Kardashian is winning at life http&#8230;,rt  bc ass fat mayb pussi wack amp drove man crack rt fightciub khloe kardashian win life 
1,"RT @Krislisisms: Grow up, bitch.",rt  grow bitch
2,RT @Krislisisms: Hot 97 trash.,rt  hot  trash
2,RT @Krislisisms: Today something is dope. Tomorrow that same thing is trash. Next month it is irrelevant. Next year it's classic.,rt  today someth dope tomorrow thing trash next month irrelev next year classic
1,RT @KrysHazeyy: I swear bitches fall over niggas who don't believe in combing their hair,rt  swear bitch fall nigga dont believ comb hair
2,RT @Kstar__: Told you RT @Astronaut_Tone: Artprize is more than trash,rt  artpriz trash
1,RT @Kstar__: Ya beats trash nigga RT @ChiefKeef: #SosaOnTheBeat fuck who don't like!,rt  sosaonthebeat fuck dont like
1,"RT @KushDahGodd: Five things I'll never give a bitch&#9757;&#65039;

1:My Heart
2:My Weed
3:My Money
4:My Twitter
5:My Netflix password
&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;",rt netflix 
1,RT @Kush_Dace: S/O to them side hos that know they the side hos we need more of ya!,rt  side hos know side hos need ya
1,RT @KvTrK24: Ross pulling hoes @DreWill52 @Awight54 @Da_KodaBear http://t.co/YefRlbvDvb,rt tcoyefrlbvdvb
1,RT @KvngMelly_: When yall got the same baby mama and realize that bitch is the real enemy http://t.co/vdis3ghG6t,rt 
